time,u,x_true,c_true,y
2.81,0.4240441808956398,0.1486940728356153,1.0,0.15531537958082578
2.82,0.42172526663255955,0.14896942294367532,1.0,0.16482959110512885
2.83,0.4194187128572675,0.1492421787873642,1.0,0.1368640237990957
2.84,0.41712488380134327,0.14951235532143411,1.0,0.17084268906799677
2.85,0.41484414168698547,0.14977996784991401,1.0,0.13025908985468898
2.86,0.4125768466698135,0.15004503202375108,1.0,0.14852718107339524
2.87,0.4103233567819936,0.15030756383839713,1.0,0.1561907359032429
2.88,0.4080840278757024,0.15056757963134074,1.0,0.15337749830869107
2.89,0.4058592135669335,0.1508250960795851,1.0,0.14459810088137917
2.9,0.403649265179657,0.15108013019707245,1.0,0.1489989076934997
2.91,0.4014545316903416,0.15133269933205504,1.0,0.1464026899854667
2.92,0.39927535967284783,0.15158282116441332,1.0,0.14568917359497122
2.93,0.3971120932436987,0.15183051370292175,1.0,0.160326534673132
2.94,0.39496507400774095,0.15207579528246254,1.0,0.15564595014211302
2.95,0.3928346410042006,0.15231868456118783,1.0,0.14538958860858128
2.96,0.3907211306531462,0.15255920051763083,1.0,0.16155519927196335
2.97,0.3886248767023624,0.15279736244776634,1.0,0.15587035765653243
2.98,0.38654621017464874,0.15303318996202095,1.0,0.16116181115041056
2.99,0.38448545931554645,0.15326670298223358,1.0,0.1595629914014697
3.0,0.3824429495415054,0.15349792173856688,1.0,0.14520797162934615
3.0100000000000002,0.3804190033884962,0.15372686676636982,1.0,0.14812505636440013
3.02,0.3784139404610789,0.15395355890299195,1.0,0.16142649495422456
3.0300000000000002,0.3764280773819331,0.15417801928455005,1.0,0.1602817219388847
3.04,0.37446172774185993,0.15440026934264744,1.0,0.15419125340300596
3.0500000000000003,0.372515202050262,0.15462033080104665,1.0,0.15579360463413447
3.06,0.37058880768611113,0.15483822567229585,1.0,0.1676148746301801
3.0700000000000003,0.3686828488494087,0.15505397625430967,1.0,0.14913826236595137
3.08,0.36679762651314973,0.15526760512690477,1.0,0.16073857893860516
3.09,0.36493343837579517,0.155479135148291,1.0,0.15345720862395207
3.1,0.3630905788142622,0.1556885894515185,1.0,0.1535117774192463
3.11,0.36126933883743906,0.15589599144088126,1.0,0.16688375996075316
3.12,0.35947000604023016,0.15610136478827782,1.0,0.16435552827815814
3.13,0.357692864558143,0.15630473342952977,1.0,0.16443982978953617
3.14,0.35593819502241864,0.15650612156065838,1.0,0.16956090963220166
3.15,0.35420627451571773,0.15670555363412014,1.0,0.15691559205044772
3.16,0.3524973765283652,0.15690305435500174,1.0,0.16372258406795137
3.17,0.3508117709151636,0.1570986486771751,1.0,0.15399598111124055
3.18,0.3491497238527792,0.15729236179941308,1.0,0.1605340253242975
3.19,0.3475114977977104,0.15748421916146646,1.0,0.15618278861778961
3.2,0.3458973514448421,0.1576742464401027,1.0,0.15864420609002988
3.21,0.3443075396865954,0.15786246954510744,1.0,0.16381403979947656
3.22,0.34274231357267615,0.15804891461524892,1.0,0.1498667077829142
3.23,0.34120192027043295,0.15823360801420636,1.0,0.17915748077106097
3.24,0.3396866030258247,0.15841657632646258,1.0,0.14835640251146556
3.25,0.3381966011250105,0.15859784635316193,1.0,0.14645596022528462
3.2600000000000002,0.3367321498565632,0.1587774451079338,1.0,0.17035855384293447
3.27,0.3352934804743145,0.15895539981268242,1.0,0.16687202675231178
3.2800000000000002,0.3338808201608374,0.15913173789334406,1.0,0.1653729360638656
3.29,0.3324943919915716,0.15930648697561156,1.0,0.16558994206825436
3.3000000000000003,0.33113441489959694,0.15947967488062753,1.0,0.1593572071521584
3.31,0.32980110364106163,0.1596513296206465,1.0,0.15067878590578818
3.3200000000000003,0.3284946687612695,0.1598214793946669,1.0,0.16057952497660416
3.33,0.327215316561433,0.1599901525840335,1.0,0.1532185354689124
3.34,0.32596324906609486,0.16015737774801092,1.0,0.16990857508218843
3.35,0.3247386639912273,0.160323183619329,1.0,0.15885260980430763
3.36,0.3235417547130093,0.16048759909970092,1.0,0.15223262713177582
3.37,0.3223727102372911,0.16065065325531422,1.0,0.15743679483878428
3.38,0.32123171516974725,0.1608123753122962,1.0,0.16494168985505245
3.39,0.32011894968672583,0.16097279465215364,1.0,0.1553355491241139
3.4,0.3190345895067961,0.1611319408071882,1.0,0.1529097368515239
3.41,0.31797880586300087,0.16128984345588782,1.0,0.16372671557080695
3.42,0.3169517654758165,0.16144653241829493,1.0,0.16389619812938216
3.43,0.3159536305268259,0.16160203765135245,1.0,0.15653260589764115
3.44,0.31498455863310837,0.16175638924422792,1.0,0.15704600618804468
3.45,0.3140447028223497,0.16190961741361679,1.0,0.16423011678719315
3.46,0.3131342115086776,0.16206175249902552,1.0,0.14758090908405228
3.47,0.31225322846922515,0.16221282495803518,1.0,0.14813818721426963
3.48,0.31140189282142716,0.16236286536154637,1.0,0.155178423149022
3.49,0.31058033900105114,0.16251190438900626,1.0,0.16037743287188777
3.5,0.3097886967409693,0.1626599728236183,1.0,0.16576904847959834
3.5100000000000002,0.3090270910506714,0.16280710154753564,1.0,0.17756066371703116
3.52,0.30829564219652483,0.1629533215370388,1.0,0.171529917769059
